user_id;created_at;status_id;text
7.16271E+17;2021-04-17T10:24:04Z;1.38337E+18; CovidVaccine Update  As of now we have the following stocks   1 Covishield   3 25 lakh dose 2 Covaxin   2 lakh dose  Another batch of about one lakh Covaxin dose will arrive in a day or two   I request everyone eligible to please go in for your vaccination     IndiaFightsCorona
2890689197;2021-04-17T09:54:48Z;1.38336E+18; COVIDVaccine registration is open for people aged 67 68   69  The quickest   easiest way to register is online   you'll need a    PPSN   Eircode   mobile number    email address   It's okay if you can't register today  registration will stay open   
1.07257E+18;2021-04-17T09:36:08Z;1.38335E+18;Hours after CM  YSJagan writing to PM Modi requesting dispatch of 60 Lakh doses of  vaccine  5 lakh  CovidVaccine arrived at Gannavaram airport of Vijayawada from Pune   COVIDEmergency  COVIDSecondWaveInIndia  AndhraPradesh 
2565913833;2021-04-16T10:00:29Z;1.383E+18;Yesterday over 30K people  aged 69  registered for  CovidVaccine  After a roller coaster week  the programme has again been reset to an exciting phase  as it now reaches the wider population  Today the online system is open for those aged 68 to register  Good days ahead 
172353671;2021-04-17T09:31:31Z;1.38335E+18;Election campaigns continue as COVID death tolls rise   ElectionCampaign  Covid 19  CovidVaccine   ElectionsinIndia  PMModi  SatishAcharya  NewsSting  
1.20647E+18;2021-04-17T08:56:42Z;1.38334E+18;Got my second dose of  CovidVaccine and also launched  CovidVaccination Centre for HWCs at Thizama  Kohima  I urge all those who're eligible to get vaccinated  Even after receiving one or both doses of the vaccine  please strictly follow  COVID19 protocol   guidelines   StaySafe 
1949847403;2021-04-17T08:46:11Z;1.38334E+18;We don't have separate custom  vaccines for women  minorities and LGBTQ proves that the team of inventors was not inclusive enough  Atleast 3 social science   gender studies scientists must be made mandatory for every scientific project    CovidVaccine
279369333;2021-04-17T08:40:43Z;1.38334E+18;I'm announcing today that any tourist coming into Alaska this summer at our major airports will be able to get a  CovidVaccine free of charge     akgov  Alaska  COVID19
1.36925E+18;2021-04-17T08:08:12Z;1.38333E+18;A picture is worth a 1000 words    and we're very proud of this picture  proud to become a working group contributor for this singularly important effort in the interest of international public health      SHR  ID2020  VaccinePassports  CovidVaccine 
114471835;2021-04-17T08:04:02Z;1.38333E+18;The sun shines on the righteous  here s Leeds vaccine bus lead nurse Jack   Parked in Chapeltown  Leeds this week   Dedication  empathy and true professionalism from all involved    CovidVaccine 
7.47398E+17;2021-04-17T07:38:32Z;1.38332E+18;We've now administered almost 1 2M   CovidVaccine with 22  of the eligible population having had a 1st dose  The real measures of sickness  hospitalisations  ICU   mortality all radically reduced  Next week we commence those aged 65 69 
250122449;2021-04-17T07:37:41Z;1.38332E+18;We've now administered almost 1 2M   CovidVaccine with 22  of the eligible population having had a 1st dose  The real measures of sickness  hospitalisations  ICU   mortality all radically reduced  Next week we commence those aged 65 69 
2402175344;2021-04-17T07:24:41Z;1.38332E+18;US efforts to prevent Europeans from getting Russia s  CovidVaccine by controlling EU centralized approval mechanism failed   Sweden Working With  Several  EU Nations on Russia's Sputnik Vaccine Talks   Bloomberg  
78241030;2021-04-17T07:06:49Z;1.38332E+18;Yes  we have lost  Vivek  That s unbearably saddening   but this crazy rumour linking his demise to his Vaccination is beyond absurd  Every single person at shoot  today asks me if it s true For the nth time They are not linked Pls get Vaccinated    CovidVaccine  CoronaSecondWave
300850155;2021-04-17T07:06:14Z;1.38332E+18;It s about time our elected MPs started demanding an exit plan from the unelected scientists of SAGE  just as this Congressman from Ohio does here   The 21st of June isn t an exit plan it s a tranquilliser    lockdown  CovidVaccine 
224975589;2021-04-17T04:25:07Z;1.38328E+18;Five lakh doses of  CovidVaccine arrived at  Gannavaram airport in  Vijaywada on  Saturday morning   Arrival of new stock gave relief to the state  which had exhausted it's stock on Thursday   
2805362076;2021-04-17T06:43:01Z;1.38331E+18;Health Canada has received a submission from Pfizer BioNTech to expand the use of its  CovidVaccine in individuals 12 years of age and older  The Department is currently reviewing this submission  
308151441;2021-04-17T06:28:07Z;1.38331E+18;Looking forward to chatting to many more inspiring   protected people in the Helix  today  A further almost 3 000 over 75 79 year olds will receive their 2nd dose  CovidVaccine  And today those aged 67 69 can register online at   
1.38256E+18;2021-04-17T05:42:24Z;1.38329E+18; CovidVaccine Update  As of now we have the following stocks   1 Covishield   3 25 lakh dose 2 Covaxin   2 lakh dose  Another batch of about one lakh Covaxin dose will arrive in a day or two   I request everyone eligible to please go in for your vaccination     IndiaFightsCorona
3180781356;2021-04-17T05:39:27Z;1.38329E+18;So Liberandus must be super happy with their adopted father Biden blocking raw material supplies to India's vaccines  not at all under lobby pressure of Pfizer wink wink   It's not sarcastic  they must be  as more Indian deaths would mean more propaganda    CovidVaccine
8.28943E+17;2021-04-17T05:29:20Z;1.38329E+18;TN Media Portraying Actor  Vivek's Death is Due to  CovidVaccine  There is Huge Misinformation Penetrated into Common Masses in TN  Such Fear will Restrain them from Taking Vaccination  How Long Central   State Govt will Allow this Kind of Journalism    
71948161;2021-04-17T05:21:59Z;1.38329E+18;Yes  we have lost  Vivek  That s unbearably saddening   but this crazy rumour linking his demise to his Vaccination is beyond absurd  Every single person at shoot  today asks me if it s true For the nth time They are not linked Pls get Vaccinated    CovidVaccine  CoronaSecondWave
170234219;2021-04-17T05:07:05Z;1.38329E+18;   Send us YOUR questions     will be participating in  World Immunization Week   our experts want to answer YOUR Qs about the vaccines   Tell us what you'd like to know about  CovidVaccine      COVID19  scicomm  MedTwitter 
9.24499E+17;2021-04-17T05:05:24Z;1.38329E+18;BJP O  BJP  No  Jobs in India   they say  JobUtsav No  CovidVaccine available   they say  CovidUtsav No  Oxygen in hospitals   they say  OxygenUtsav  We see only  VaccineCrises   VaccineEmergency   OxygenEmergency    
1.07601E+18;2021-04-17T04:45:12Z;1.38328E+18;Five lakh doses of  CovidVaccine arrived at  Gannavaram airport in  Vijaywada on  Saturday morning   Arrival of new stock gave relief to the state  which had exhausted it's stock on Thursday   
1.20948E+18;2021-04-17T04:42:26Z;1.38328E+18;Guidance from California Department of Social Services for persons in adult day programs   CovidVaccine  disability  access  equity  COVID19Vaccine 
1.16729E+18;2021-04-17T04:31:50Z;1.38328E+18;Five lakh doses of  CovidVaccine arrived at  Gannavaram airport in  Vijaywada on  Saturday morning   Arrival of new stock gave relief to the state  which had exhausted it's stock on Thursday   
260410693;2021-04-16T23:12:56Z;1.3832E+18;The people of Ontario don't fully understand that the province is veering towards the  COVID19 catastrophe that was seen in Italy  New York City and even Brazil  This didn't have to happen  Remember New Zealand didn't have  CovidVaccine but was able to avert mass death   onpoli 
1.36703E+18;2021-04-17T04:01:08Z;1.38327E+18;Have you taken the  CovidVaccine  If not yet  go for it  Everyone should ask this to atleast another ten persons  let all go and take  let them be safe 
3347624260;2021-04-17T04:00:12Z;1.38327E+18;Does anyone in Ontario believe Kathleen Wynne would ve brought in these rules   Things would ve been much better under an Ontario Libéral Government   Ontario  onpoli  Toronto  Ottawa  Covid  COVID19ON  CovidVaccine
253611042;2021-04-17T03:38:32Z;1.38326E+18;Health Canada has received a submission from Pfizer BioNTech to expand the use of its  CovidVaccine in individuals 12 years of age and older  The Department is currently reviewing this submission  
1.37176E+18;2021-04-17T03:27:21Z;1.38326E+18;So Liberandus must be super happy with their adopted father Biden blocking raw material supplies to India's vaccines  not at all under lobby pressure of Pfizer wink wink   It's not sarcastic  they must be  as more Indian deaths would mean more propaganda    CovidVaccine
314419039;2021-04-17T03:26:25Z;1.38326E+18;So Liberandus must be super happy with their adopted father Biden blocking raw material supplies to India's vaccines  not at all under lobby pressure of Pfizer wink wink   It's not sarcastic  they must be  as more Indian deaths would mean more propaganda    CovidVaccine
1.2577E+18;2021-04-17T02:27:44Z;1.38325E+18; lockdown2021 is BAD IDEA  Economy barely started recovering downturn  Again Excess panic coz of govt blunder of playing God pinning all hopes on  CovidVaccine Only solution to combat viruses   infections  Strengthen immunity  TrustAyurvedYog be stress free  Govts doing opposite
332063391;2021-04-17T02:17:27Z;1.38324E+18;Health Canada has received a submission from Pfizer BioNTech to expand the use of its  CovidVaccine in individuals 12 years of age and older  The Department is currently reviewing this submission  
100408891;2021-04-17T02:10:05Z;1.38324E+18;Does anyone in Ontario believe Kathleen Wynne would ve brought in these rules   Things would ve been much better under an Ontario Libéral Government   Ontario  onpoli  Toronto  Ottawa  Covid  COVID19ON  CovidVaccine
1.38254E+18;2021-04-17T02:02:20Z;1.38324E+18; CovidVaccine Update  As of now we have the following stocks   1 Covishield   3 25 lakh dose 2 Covaxin   2 lakh dose  Another batch of about one lakh Covaxin dose will arrive in a day or two   I request everyone eligible to please go in for your vaccination     IndiaFightsCorona
1.24696E+18;2021-04-17T01:49:46Z;1.38324E+18; CovidVaccine my mum is 83 I have only anecdotal evidence  In the last 3 wks since having the ja5  she has lost so much cognitive function  She has become severly afraid of the world and is forgetting the most simplest of things  She's old  I get that but deterioration like this 
20470916;2021-04-17T01:43:14Z;1.38323E+18;Next week is  Red Sox Week at the Hynes  with 20 000 first dose  CovidVaccine appointments at the Hynes mass vaccination site in Boston reserved for communities of color  More info here    TrustTheFacts   LaVacunaSalvaVidas  TheVaccineSavesLives 
552119609;2021-04-17T01:39:53Z;1.38323E+18;Does anyone in Ontario believe Kathleen Wynne would ve brought in these rules   Things would ve been much better under an Ontario Libéral Government   Ontario  onpoli  Toronto  Ottawa  Covid  COVID19ON  CovidVaccine
2358799070;2021-04-16T18:52:49Z;1.38313E+18;Just interrupted the reporter on live news because she asked about the safety of AZ vaccine  Never in 11 years of practicing medicine has a patient asked me which brand of life saving vaccine they d receive  If we want out of this pandemic  take the  CovidVaccine you re offered 
75087004;2021-04-17T01:24:14Z;1.38323E+18; CovidVaccine  News  We have secured an additional 8 million Pfizer vaccine doses    The first 4 million additional doses are scheduled to arrive in May  followed by 2 million doses in June and 2 million doses in July  
1.2731E+18;2021-04-17T01:22:53Z;1.38323E+18;A picture is worth a 1000 words    and we're very proud of this picture  proud to become a working group contributor for this singularly important effort in the interest of international public health      SHR  ID2020  VaccinePassports  CovidVaccine 
7.80585E+17;2021-04-17T01:19:39Z;1.38323E+18;With a far higher death rate than a vaccine  a  pause  on assault weapons is in order        resist  CovidVaccine  VoteBlue  mepolitics  GunSense 
1012426446;2021-04-17T01:15:30Z;1.38323E+18;Does anyone in Ontario believe Kathleen Wynne would ve brought in these rules   Things would ve been much better under an Ontario Libéral Government   Ontario  onpoli  Toronto  Ottawa  Covid  COVID19ON  CovidVaccine
20917723;2021-04-17T00:59:24Z;1.38322E+18;When I got my  COVIDVaccine shot on April 1st  I was so happy  It was one step closer to hugging my kids  But  DougFord shattered my hope/dream    What a cruel belated  AprilFools prank delivered by this sick  sick  sick man   FordFailedOntario  DougFordMustGo  onpoli
2411313362;2021-04-17T00:26:20Z;1.38322E+18;I understand the principle of the risk/ benefit argument around the  AstraZenaca  CovidVaccine but I am constantly hearing that over 50 s are also less likely to get clots  Can anyone explain on what basis less likely  Genuine question   auspol  FactsMatter
1.25926E+18;2021-04-17T00:13:42Z;1.38321E+18;Implementing the  No jab  no job  policy  New Zealand PM outlines that private companies will also be  obliged  to ensure employees are vaccinated   My body  my choice becomes My body  state choice    CovidVaccine  NoVaccinePassports 
1.33642E+18;2021-04-17T00:12:18Z;1.38321E+18;This morning  Prime Minister Justin Trudeau updated Canadians on a new agreement with Pfizer for more  CovidVaccine doses  Learn more   
480418245;2021-04-16T23:45:45Z;1.3832E+18; CovidVaccine  News  We have secured an additional 8 million Pfizer vaccine doses    The first 4 million additional doses are scheduled to arrive in May  followed by 2 million doses in June and 2 million doses in July  
28515818;2021-04-16T23:51:55Z;1.38321E+18;This morning  Prime Minister Justin Trudeau updated Canadians on a new agreement with Pfizer for more  CovidVaccine doses  Learn more   
1641886430;2021-04-16T23:50:39Z;1.38321E+18;A picture is worth a 1000 words    and we're very proud of this picture  proud to become a working group contributor for this singularly important effort in the interest of international public health      SHR  ID2020  VaccinePassports  CovidVaccine 
39757920;2021-04-16T23:43:20Z;1.3832E+18;This pharmacy has doses and appointments available for next week   Metrotown area  Any chance of a retweet         CovidVaccine  AstraZeneca 
7.3666E+17;2021-04-16T23:40:39Z;1.3832E+18;This time last yr  had just put the finishing touches on the Essential Critical Infrastructure Workers  ECIW  3rd edition  Hard to believe a yr later I d be getting the  CovidVaccine   
564097907;2021-04-16T23:40:14Z;1.3832E+18;I'm announcing today that any tourist coming into Alaska this summer at our major airports will be able to get a  CovidVaccine free of charge     akgov  Alaska  COVID19
22826416;2021-04-16T23:32:06Z;1.3832E+18;A picture is worth a 1000 words    and we're very proud of this picture  proud to become a working group contributor for this singularly important effort in the interest of international public health      SHR  ID2020  VaccinePassports  CovidVaccine 
131021526;2021-04-16T23:30:15Z;1.3832E+18;A picture is worth a 1000 words    and we're very proud of this picture  proud to become a working group contributor for this singularly important effort in the interest of international public health      SHR  ID2020  VaccinePassports  CovidVaccine 
107451380;2021-04-16T23:25:22Z;1.3832E+18;Attn people who have periods  My second dose of  CovidVaccine made me start my period 8 days early  Was very disconcerting  I know others who were very late or had very different  e g  much heavier  periods right after vax  Wish I had known so sharing 
1.17974E+18;2021-04-16T13:09:31Z;1.38304E+18; There is currently a wave of daily pregnant women coming into Ontario ICUs  many requiring ventilators  These women are getting extremely sick  very quickly       encourages pregnant ppl to be prioritized for   get the  CovidVaccine   COVID19ON 
21429720;2021-04-16T16:10:50Z;1.38309E+18;Just interrupted the reporter on live news because she asked about the safety of AZ vaccine  Never in 11 years of practicing medicine has a patient asked me which brand of life saving vaccine they d receive  If we want out of this pandemic  take the  CovidVaccine you re offered 
1.24653E+18;2021-04-16T22:55:34Z;1.38319E+18;Micheál Martin confirms that the president of the EU commission has informed him of plans to ramp up vaccinations for children through 2022 and 2023   CovidVaccine  Ireland  EndTheLockdown 
2448438361;2021-04-16T22:40:23Z;1.38319E+18;Does anyone in Ontario believe Kathleen Wynne would ve brought in these rules   Things would ve been much better under an Ontario Libéral Government   Ontario  onpoli  Toronto  Ottawa  Covid  COVID19ON  CovidVaccine
8.90644E+17;2021-04-16T22:36:41Z;1.38319E+18;Health Canada has received a submission from Pfizer BioNTech to expand the use of its  CovidVaccine in individuals 12 years of age and older  The Department is currently reviewing this submission  
1.11638E+18;2021-04-16T22:24:48Z;1.38318E+18; CovidVaccine Announcement by  to push back second jab to twelve weeks is disturbing  No assurance that date may be met and no plan B      
778512156;2021-04-16T22:09:53Z;1.38318E+18;The sole fact that many of the  vaccine s side effects are  unforeseen   speaks to its uncomfortable experimental nature     Covid 19  CovidVaccine
200556285;2021-04-16T22:08:24Z;1.38318E+18;I'm announcing today that any tourist coming into Alaska this summer at our major airports will be able to get a  CovidVaccine free of charge     akgov  Alaska  COVID19
2364245220;2021-04-16T22:05:42Z;1.38318E+18;Just interrupted the reporter on live news because she asked about the safety of AZ vaccine  Never in 11 years of practicing medicine has a patient asked me which brand of life saving vaccine they d receive  If we want out of this pandemic  take the  CovidVaccine you re offered 
8.2474E+17;2021-04-16T21:39:38Z;1.38317E+18;  Rouhani admits  Coronavirus task force report  Tehran's districts all in  Covid19 red zone   Iranian SM  Hospitals completely full/no patients accepted     Enough national saving to provide  CovidVaccine but regime bribes people for election sham  
1.19032E+18;2021-04-16T21:31:26Z;1.38317E+18;Just interrupted the reporter on live news because she asked about the safety of AZ vaccine  Never in 11 years of practicing medicine has a patient asked me which brand of life saving vaccine they d receive  If we want out of this pandemic  take the  CovidVaccine you re offered 
1.24989E+18;2021-04-16T21:16:36Z;1.38317E+18;Till a few days back  CovidVaccine transport was a  service to the nation    Today it is about  market share   
4453452320;2021-04-16T21:15:03Z;1.38317E+18;It s ridiculous to debate needs   wants   Every Indian deserves the chance to a safe life     CovidVaccine
21756477;2021-04-16T21:14:49Z;1.38317E+18;Good on  for using their reach and putting this bold but necessary  content in their print and web edition of their paper   COVID19  covidontario  StayHome  CovidVaccine  COVIDisAirborne  covidON 
3836514435;2021-04-16T21:05:45Z;1.38316E+18;New Year in Iran passed without any change to  Covid conditions for the people and  Ramadan hasn't made it any better either  Iranians warn Khamenei of major protests as outcome of not providing  CovidVaccine when possible and most needed 
258582323;2021-04-16T20:59:44Z;1.38316E+18;Micheál Martin confirms that the president of the EU commission has informed him of plans to ramp up vaccinations for children through 2022 and 2023   CovidVaccine  Ireland  EndTheLockdown 
1.23416E+18;2021-04-16T20:50:34Z;1.38316E+18;The  CovidVaccine hasn t stop the spread  and the disease is scorching earth  not just in Ontario Will the vaccine brings hope  So far no  but provided income for Big Pharmacy  alibi for politician  and time for  CCP to cripple the west before its downfall 
780366613;2021-04-16T20:38:41Z;1.38316E+18;Covid19 Vaccine anyone    Remember it s for Your own good      CovidVaccine  vaccine 
16616720;2021-04-16T20:25:11Z;1.38315E+18;Health Canada has received a submission from Pfizer BioNTech to expand the use of its  CovidVaccine in individuals 12 years of age and older  The Department is currently reviewing this submission  
1.18529E+18;2021-04-16T20:15:04Z;1.38315E+18;Just interrupted the reporter on live news because she asked about the safety of AZ vaccine  Never in 11 years of practicing medicine has a patient asked me which brand of life saving vaccine they d receive  If we want out of this pandemic  take the  CovidVaccine you re offered 
72068318;2021-04-16T20:14:56Z;1.38315E+18;Health Canada has received a submission from Pfizer BioNTech to expand the use of its  CovidVaccine in individuals 12 years of age and older  The Department is currently reviewing this submission  
1.31958E+18;2021-04-16T20:08:29Z;1.38315E+18; one of the main reasons she wanted the injection  so she could on family holidays    Tragically  due to the  covidvaccine  this 34 year old mother won't be going on any more family holidays   Another victim of the government's coerced  vaccine policy    
3121117435;2021-04-16T20:05:27Z;1.38315E+18;Dearest Ontarians  please don t shop around for your preferred  CovidVaccine  Every person who delays because they want a different jab makes someone under 55 years wait even longer for their chance  Please don t turn down AZ if you re eligible   Respectfully  everyone under 55 
265743906;2021-04-16T16:00:20Z;1.38309E+18;NEW DETAILS  Feds secure 8 million more Pfizer doses  as Moderna cuts coming shipments   cdnpoli  COVID19  CovidVaccine
16271281;2021-04-16T20:01:27Z;1.38315E+18;Health Canada has received a submission from Pfizer BioNTech to expand the use of its  CovidVaccine in individuals 12 years of age and older  The Department is currently reviewing this submission  
8.13971E+17;2021-04-16T19:59:13Z;1.38315E+18;Health Canada has received a submission from Pfizer BioNTech to expand the use of its  CovidVaccine in individuals 12 years of age and older  The Department is currently reviewing this submission  
160236111;2021-04-16T19:55:34Z;1.38315E+18;Health Canada has received a submission from Pfizer BioNTech to expand the use of its  CovidVaccine in individuals 12 years of age and older  The Department is currently reviewing this submission  
28705921;2021-04-16T19:54:58Z;1.38315E+18;Health Canada has received a submission from Pfizer BioNTech to expand the use of its  CovidVaccine in individuals 12 years of age and older  The Department is currently reviewing this submission  
1.37353E+18;2021-04-16T19:54:02Z;1.38315E+18;Health Canada has received a submission from Pfizer BioNTech to expand the use of its  CovidVaccine in individuals 12 years of age and older  The Department is currently reviewing this submission  
393989380;2021-04-16T19:50:57Z;1.38315E+18;We are proud to announce that our volunteers have now booked more than 16 000 vaccine appointments in 30 days   Looking to get a vaccine appointment  Just fill out this quick form   gt     COVID19  COVIDVaccine  ShotsInArms  VaccinateCA  VaccinateVA 
1308952262;2021-04-16T19:33:19Z;1.38314E+18;Health Canada has received a submission from Pfizer BioNTech to expand the use of its  CovidVaccine in individuals 12 years of age and older  The Department is currently reviewing this submission  
7.8221E+17;2021-04-16T19:34:10Z;1.38314E+18;Health Canada has received a submission from Pfizer BioNTech to expand the use of its  CovidVaccine in individuals 12 years of age and older  The Department is currently reviewing this submission  
1.16499E+18;2021-04-16T19:31:12Z;1.38314E+18;Someone please let us know when we can book AZ  CovidVaccine for the under 55y patients  We have 517 ppl between 35 54 in my clinic  If we get the official go ahead  maybe they d step up  In the meantime  more calls to the 55  crowd for a life saving jab  to keep them out of ICU 
1695298952;2021-04-16T19:12:26Z;1.38314E+18;Just interrupted the reporter on live news because she asked about the safety of AZ vaccine  Never in 11 years of practicing medicine has a patient asked me which brand of life saving vaccine they d receive  If we want out of this pandemic  take the  CovidVaccine you re offered 
1.30085E+18;2021-04-16T19:11:56Z;1.38314E+18;Excellent thread by THE best science communicator  on common questions about the   CovidVaccine         
3400370789;2021-04-16T19:10:57Z;1.38314E+18;Why would vaccinating pregnant women help the NHS from being overwhelmed  99  aren t in the vulnerable demographic    The NHS is protected  Our social contract has been fulfilled    COVID19  CovidVaccine  
282238344;2021-04-16T19:02:48Z;1.38313E+18;Just interrupted the reporter on live news because she asked about the safety of AZ vaccine  Never in 11 years of practicing medicine has a patient asked me which brand of life saving vaccine they d receive  If we want out of this pandemic  take the  CovidVaccine you re offered 
490037162;2021-04-16T19:02:42Z;1.38313E+18; There is currently a wave of daily pregnant women coming into Ontario ICUs  many requiring ventilators  These women are getting extremely sick  very quickly       encourages pregnant ppl to be prioritized for   get the  CovidVaccine   COVID19ON 
1529543960;2021-04-16T18:57:49Z;1.38313E+18; CovidVaccine my mum is 83 I have only anecdotal evidence  In the last 3 wks since having the ja5  she has lost so much cognitive function  She has become severly afraid of the world and is forgetting the most simplest of things  She's old  I get that but deterioration like this 
9.45846E+17;2021-04-16T18:56:28Z;1.38313E+18; CovidVaccine Update  As of now we have the following stocks   1 Covishield   3 25 lakh dose 2 Covaxin   2 lakh dose  Another batch of about one lakh Covaxin dose will arrive in a day or two   I request everyone eligible to please go in for your vaccination     IndiaFightsCorona
148590710;2021-04-16T18:55:16Z;1.38313E+18; There is currently a wave of daily pregnant women coming into Ontario ICUs  many requiring ventilators  These women are getting extremely sick  very quickly       encourages pregnant ppl to be prioritized for   get the  CovidVaccine   COVID19ON 
9.92718E+17;2021-04-16T18:49:35Z;1.38313E+18;Why would vaccinating pregnant women help the NHS from being overwhelmed  99  aren t in the vulnerable demographic    The NHS is protected  Our social contract has been fulfilled    COVID19  CovidVaccine  
2199088547;2021-04-16T18:46:47Z;1.38313E+18;It s  Ramadan and the COVID 19 Vaccine does not invalidate your fast  When it s your turn  like me  please do get vaccinated      Vaccinated      All the coronavirus vaccines are safe  effective   will protect you from the virus    Covid 19  CovidVaccine  Ramadan  NHSCOVIDVaccine 
20234513;2021-04-16T18:43:32Z;1.38313E+18;Why would vaccinating pregnant women help the NHS from being overwhelmed  99  aren t in the vulnerable demographic    The NHS is protected  Our social contract has been fulfilled    COVID19  CovidVaccine  
